Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-04 00:00:00+08:00,35.20303726196289,35.20303726196289,34.60973223791892,35.20303726196289,200662336736,0.0,0.0
2000-01-05 00:00:00+08:00,35.20302373597049,35.99403381347656,34.80742422131741,35.99403381347656,402466805912,0.0,0.0
2000-01-06 00:00:00+08:00,35.79634228600686,35.994047643397295,35.20303726196289,35.20303726196289,197545715802,0.0,0.0
2000-01-07 00:00:00+08:00,34.01642505675817,34.609730043178324,33.620825415191185,34.21413040161133,235270344752,0.0,0.0
2000-01-10 00:00:00+08:00,35.203032432185466,35.59844309271687,34.609727489541605,35.40073776245117,276171685539,0.0,0.0
2000-01-11 00:00:00+08:00,35.79634259598957,36.19175331419454,34.60973253762603,34.807437896728516,277769544650,0.0,0.0
2000-01-12 00:00:00+08:00,35.00514163877358,35.79634094238281,34.80743628880407,35.79634094238281,216246806621,0.0,0.0
2000-01-13 00:00:00+08:00,35.79634228600686,35.79634228600686,35.20303726196289,35.20303726196289,147490954216,0.0,0.0
2000-01-14 00:00:00+08:00,35.598434298823484,36.587338609556134,35.40072901739699,35.99403381347656,288318964353,0.0,0.0
2000-01-17 00:00:00+08:00,37.576241696778276,37.576241696778276,36.98293685913086,36.98293685913086,155256940719,0.0,0.0
2000-01-18 00:00:00+08:00,36.98294574687283,36.98294574687283,36.191750328153425,36.389644622802734,131648031590,0.0,0.0
2000-01-19 00:00:00+08:00,36.389644622802734,36.98294574687283,36.191750328153425,36.389644622802734,134848688061,0.0,0.0
2000-01-20 00:00:00+08:00,36.38963332812964,36.38963332812964,35.79632853205006,35.99403381347656,125758120596,0.0,0.0
2000-01-21 00:00:00+08:00,35.99402808424639,36.7850341796875,35.99402808424639,36.7850341796875,113397441219,0.0,0.0
2000-01-24 00:00:00+08:00,37.1806526184082,37.773957623033404,36.98294726748863,37.1806526184082,175113122879,0.0,0.0
2000-01-25 00:00:00+08:00,38.169551849365234,38.169551849365234,37.57624692910276,38.169551849365234,223692148326,0.0,0.0
2000-01-26 00:00:00+08:00,39.35615228062433,40.74046325683594,39.35615228062433,40.74046325683594,357880999032,0.0,0.0
2000-01-27 00:00:00+08:00,41.136077880859375,41.72938287736667,40.34506753613761,41.136077880859375,287927232252,0.0,0.0
2000-01-28 00:00:00+08:00,39.75157590232615,40.345069885253906,39.75157590232615,40.345069885253906,197904810671,0.0,0.0
2000-01-31 00:00:00+08:00,39.15826284497328,40.34505764266374,38.9605575452404,40.14716339111328,168059342623,0.0,0.0
2000-02-01 00:00:00+08:00,40.54277942696908,40.54277942696908,39.7515800027031,39.9494743347168,153081850577,0.0,0.0
2000-02-02 00:00:00+08:00,39.9494743347168,39.9494743347168,39.9494743347168,39.9494743347168,0,0.0,0.0
2000-02-03 00:00:00+08:00,39.9494743347168,39.9494743347168,39.9494743347168,39.9494743347168,0,0.0,0.0
2000-02-04 00:00:00+08:00,39.9494743347168,39.9494743347168,39.9494743347168,39.9494743347168,0,0.0,0.0
2000-02-07 00:00:00+08:00,39.9494743347168,39.9494743347168,39.9494743347168,39.9494743347168,0,0.0,0.0
2000-02-08 00:00:00+08:00,39.9494743347168,39.9494743347168,39.9494743347168,39.9494743347168,0,0.0,0.0
2000-02-09 00:00:00+08:00,42.322682670140246,42.322682670140246,40.93836749911797,41.72937774658203,252580321587,0.0,0.0
2000-02-10 00:00:00+08:00,41.333776932838326,42.52038674510062,40.93836629664097,42.32268142700195,177540543615,0.0,0.0
2000-02-11 00:00:00+08:00,42.91597733814505,43.90487776887987,42.52037783302838,43.31157684326172,215027859365,0.0,0.0
2000-02-14 00:00:00+08:00,43.113687795071876,43.113687795071876,42.32268142700195,42.32268142700195,140301270822,0.0,0.0
2000-02-15 00:00:00+08:00,42.32268042875203,42.91598532088911,41.92708085005042,42.5203857421875,105105248690,0.0,0.0
2000-02-16 00:00:00+08:00,42.520395458436376,42.7181008170491,42.12498474121094,42.12498474121094,79352313450,0.0,0.0
2000-02-17 00:00:00+08:00,41.72937774658203,42.1249773462344,41.53167242267619,41.72937774658203,116400258474,0.0,0.0
2000-02-18 00:00:00+08:00,41.92708822558113,42.32268787387397,40.93837253264491,41.136077880859375,121805090619,0.0,0.0
2000-02-21 00:00:00+08:00,40.14716995007961,40.14716995007961,38.564964294433594,38.564964294433594,153903007581,0.0,0.0
2000-02-22 00:00:00+08:00,37.97165934648733,39.15826924237986,37.57624868242211,38.564964294433594,168143612807,0.0,0.0
2000-02-23 00:00:00+08:00,38.56496148216615,38.56496148216615,38.16955084693541,38.36725616455078,73892584628,0.0,0.0
2000-02-24 00:00:00+08:00,38.564964294433594,38.960563910347254,38.36725896240099,38.564964294433594,83371097848,0.0,0.0
2000-02-25 00:00:00+08:00,38.56496380315413,39.55386835441638,38.56496380315413,39.356163024902344,165796729239,0.0,0.0
